t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20070430133736000_1_S31134_I52241.nii.gzConfidences: 20.79,  1.50, 77.71
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_116_S_4199_MR_MPRAGE_br_raw_20110825135128784_131_S120348_I252816.nii.gzConfidences: 53.09, 46.17,  0.74
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_009_S_1030_MR_Axial_PD_T2_FSE__br_raw_20091109172927611_1_S75992_I158469.nii.gzConfidences:  0.42,  0.00, 99.58
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4817_MR_MPRAGE_br_raw_20120703164355680_68_S156603_I314330.nii.gzConfidences: 90.06,  0.94,  9.00
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_016_S_5251_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20130814141939848_8_S197587_I385057.nii.gzConfidences: 12.78, 73.50, 13.72
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_5099_MR_Axial_T2-FSE_with_Fat_Sat__br_raw_20130304151953396_7_S183589_I361896.nii.gzConfidences:  5.52, 89.74,  4.75
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_067_S_4072_MR_MPRAGE_br_raw_20120209113149922_139_S140294_I283640.nii.gzConfidences: 56.68, 41.96,  1.35
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_018_S_2133_MR_MPRAGE_br_raw_20120124152407639_20_S138311_I280329.nii.gzConfidences: 83.69, 12.56,  3.74
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_010_S_0422_MR_MPRAGE_br_raw_20070405103051916_79_S29319_I48188.nii.gzConfidences: 94.67,  2.40,  2.92
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20110406144847026_43_S103392_I226490.nii.gzConfidences: 13.90,  0.13, 85.97
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_109_S_1343_MR_MPRAGE_br_raw_20070323134029069_1_S28820_I46508.nii.gzConfidences: 94.21,  2.13,  3.66
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_002_S_2073_MR_MPRAGE_br_raw_20110309121608151_65_S101317_I223325.nii.gzConfidences: 83.56, 12.55,  3.90
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_094_S_4630_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20140528082548128_17_S219808_I426583.nii.gzConfidences:  3.73, 94.63,  1.63
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_1288_MR_MPRAGE_br_raw_20090325131407718_1_S65063_I139834.nii.gzConfidences: 92.65,  1.01,  6.33
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_116_S_0834_MR_FSE_PD_T2__br_raw_20101103163343843_45_S94161_I202103.nii.gzConfidences:  1.26,  0.00, 98.74
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_1227_MR_Axial_PD_T2_FSE__br_raw_20090324115717125_1_S64944_I139666.nii.gzConfidences: 14.75,  0.90, 84.35
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_109_S_4594_MR_AXIAL_T2-FSE_WITH_FAT_SAT__br_raw_20130429160920181_9_S188300_I369251.nii.gzConfidences:  3.59, 92.01,  4.40
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20060615104705751_103_S15533_I17003.nii.gzConfidences: 11.12,  0.05, 88.83
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_020_S_0213_MR_MPRAGE_br_raw_20070606134030953_18_S33112_I56144.nii.gzConfidences: 92.19,  4.83,  2.98
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_031_S_0830_MR_FSE_PD_T2__br_raw_20060913152724140_1_S18848_I24283.nii.gzConfidences:  0.43,  0.00, 99.57
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20090817122220067_1_S72474_I153244.nii.gzConfidences:  0.68,  0.00, 99.32
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0507_MR_Axial_PD_T2_FSE__br_raw_20071129160207171_1_S43171_I83868.nii.gzConfidences: 14.39,  0.27, 85.33
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_073_S_4552_MR_MPRAGE_br_raw_20120215154934047_48_S140944_I285080.nii.gzConfidences: 53.43, 45.69,  0.88
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0753_MR_Axial_PD_T2_FSE__br_raw_20081008145519156_19_S57134_I119753.nii.gzConfidences:  1.20,  0.00, 98.80
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_051_S_1072_MR_MPRAGE_br_raw_20080722114138696_98_S53880_I113929.nii.gzConfidences: 89.41,  4.48,  6.11
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0300_MR_Axial_PD_T2_FSE__br_raw_20070530073402206_1_S32744_I55412.nii.gzConfidences:  6.52,  0.08, 93.40
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0172_MR_Axial_PD_T2_FSE__br_raw_20060227125250734_1_S11816_I11402.nii.gzConfidences: 19.82,  0.96, 79.22
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_127_S_5185_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20130827161715121_35_S199465_I387694.nii.gzConfidences:  8.68, 77.87, 13.45
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_2407_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20131126155427600_35_S206838_I399658.nii.gzConfidences: 12.75, 71.34, 15.91
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_1121_MR_MPRAGE_br_raw_20061211091902960_148_S23743_I32472.nii.gzConfidences: 92.96,  1.03,  6.01
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_016_S_1121_MR_MPRAGE_br_raw_20070724163001586_98_S36309_I62031.nii.gzConfidences: 56.59, 42.65,  0.76
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_072_S_4063_MR_MPRAGE_br_raw_20110622133502643_124_S112302_I241291.nii.gzConfidences: 52.23, 46.85,  0.93
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_051_S_1072_MR_MPRAGE_br_raw_20071213113903625_98_S43798_I84916.nii.gzConfidences: 85.23, 10.21,  4.56
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_068_S_4274_MR_MPRAGE_br_raw_20121212162945749_121_S177356_I351045.nii.gzConfidences: 63.88, 35.39,  0.73
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_126_S_2360_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20150520160951775_26_S260768_I493899.nii.gzConfidences:  5.88, 84.02, 10.10
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_007_S_4467_MR_Axial_T2-FSE_with_FAT_SAT__br_raw_20140204101256208_39_S211809_I412525.nii.gzConfidences:  5.78, 12.69, 81.53
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20061006163416913_55_S19836_I25928.nii.gzConfidences:  0.32,  0.00, 99.68
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_128_S_0608_MR_FSE_PD_T2__br_raw_20060605134859638_1_S15210_I16501.nii.gzConfidences:  0.90,  0.00, 99.10
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0327_MR_FSE_PD_T2__br_raw_20060419133030043_1_S13471_I13799.nii.gzConfidences:  0.49,  0.00, 99.51
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_128_S_0200_MR_MPRAGE_br_raw_20060914213729373_1_S18928_I24431.nii.gzConfidences: 88.82,  0.63, 10.55
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_053_S_0621_MR_Axial_PD_T2_FSE__br_raw_20080619094323890_1_S51871_I110156.nii.gzConfidences:  8.85,  0.27, 90.88
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_021_S_0753_MR_Axial_PD_T2_FSE__br_raw_20070315133959498_5_S28162_I44824.nii.gzConfidences:  1.17,  0.00, 98.83
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0102_MR_Axial_PD_T2_FSE__br_raw_20060802140510683_1_S17520_I20067.nii.gzConfidences: 13.76,  0.13, 86.11
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20111017102148559_47_S125414_I261108.nii.gzConfidences:  2.90,  0.02, 97.08
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_036_S_0672_MR_MPRAGE_br_raw_20070801152501768_31_S36716_I63673.nii.gzConfidences: 75.60, 21.70,  2.70
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_002_S_1155_MR_MPRAGE_br_raw_20111222134251188_159_S134623_I274154.nii.gzConfidences: 77.71, 14.47,  7.82
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20081209105639382_95_S60651_I129685.nii.gzConfidences: 19.63,  1.71, 78.66
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0107_MR_Axial_PD_T2_FSE__br_raw_20070910084037467_1_S39029_I72045.nii.gzConfidences: 24.55,  2.91, 72.54
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_037_S_0327_MR_FSE_PD_T2__br_raw_20061115161537457_1_S22546_I29681.nii.gzConfidences:  0.55,  0.00, 99.45
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_116_S_4199_MR_MPRAGE_br_raw_20120907150051458_49_S166547_I332363.nii.gzConfidences: 53.20, 45.89,  0.91
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0994_MR_Axial_PD_T2_FSE__br_raw_20081204135806786_1_S60514_I129207.nii.gzConfidences:  3.62,  0.08, 96.29
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_027_S_1082_MR_Axial_PD_T2_FSE__br_raw_20061127172436408_1_S22936_I30541.nii.gzConfidences:  7.61,  0.39, 92.01
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0874_MR_Axial_PD_T2_FSE__br_raw_20100115170247348_1_S78650_I164045.nii.gzConfidences: 18.55,  0.56, 80.89
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_024_S_4169_MR_MPRAGE_br_raw_20111201135227017_74_S131516_I269482.nii.gzConfidences: 89.22,  8.32,  2.46
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_4944_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20150114161309700_9_S244984_I468457.nii.gzConfidences:  4.08, 92.13,  3.79
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_098_S_0667_MR_Axial_PD_T2_FSE__br_raw_20070305105114265_1_S27461_I42597.nii.gzConfidences:  5.20,  0.05, 94.75
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4029_MR_MPRAGE_br_raw_20111110170910078_119_S128917_I265965.nii.gzConfidences: 89.96,  2.49,  7.55
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_041_S_1412_MR_MPRAGE_br_raw_20080729142019200_97_S54204_I114461.nii.gzConfidences: 93.72,  1.05,  5.24
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_014_S_4039_MR_MPRAGE_br_raw_20120607123904597_132_S153144_I308620.nii.gzConfidences: 65.07, 32.26,  2.67
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_016_S_0769_MR_t2_fse_ax_fs_br_raw_20060828100817013_1_S18295_I23427.nii.gzConfidences:  0.20, 99.65,  0.15
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_141_S_1378_MR_MPRAGE_br_raw_20070326150630532_98_S28927_I46859.nii.gzConfidences: 88.41,  7.27,  4.33
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4982_MR_MPRAGE_br_raw_20130212213732338_114_S182070_I358858.nii.gzConfidences: 63.63, 34.44,  1.94
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_136_S_0874_MR_Axial_PD_T2_FSE__br_raw_20080604085848702_1_S50989_I108358.nii.gzConfidences: 16.92,  2.65, 80.43
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_007_S_0041_MR_Axial_PD_T2_FSE__br_raw_20051021145156443_9_S9998_I8181.nii.gzConfidences: 15.56,  0.81, 83.63
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_137_S_0994_MR_Axial_PD_T2_FSE__br_raw_20111207085101496_83_S132069_I270367.nii.gzConfidences:  1.71,  0.01, 98.28
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_032_S_0147_MR____________MPRAGE__br_raw_20060927180822202_1_S19427_I25239.nii.gzConfidences: 66.84, 32.18,  0.98
t1        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_129_S_4369_MR_Ax_T2_FSE_with_Fat_Sat_br_raw_20131121164204619_17_S206522_I399185.nii.gzConfidences:  7.84, 79.15, 13.01
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_135_S_4954_MR_MPRAGE_br_raw_20130415123724907_29_S186942_I367180.nii.gzConfidences: 64.75, 34.02,  1.24
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_036_S_0672_MR_MPRAGE_br_raw_20070212141047354_1_S26330_I39398.nii.gzConfidences: 71.94, 25.92,  2.14
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20111220131409296_89_S131964_I270169.nii.gzConfidences: 20.83,  1.48, 77.69
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_128_S_0272_MR_FSE_PD_T2__br_raw_20060322195021705_1_S12392_I12310.nii.gzConfidences:  1.09,  0.01, 98.90
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_123_S_4806_MR_MPRAGE_br_raw_20140902115217092_44_S229915_I442383.nii.gzConfidences: 55.95, 43.43,  0.62
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20071011131636031_31_S41272_I77457.nii.gzConfidences: 17.57,  0.60, 81.83
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_130_S_4468_MR_MPRAGE_br_raw_20140305155547931_17_S213646_I416048.nii.gzConfidences: 77.33, 14.27,  8.40
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4042_MR_MPRAGE_br_raw_20110516160224171_12_S109059_I235235.nii.gzConfidences: 88.54,  1.88,  9.58
t2        	/home/sam/phinet/data/adni_holdout/preprocess/pd/ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20080505110246234_51_S49627_I104613.nii.gzConfidences: 12.00,  0.95, 87.05
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_031_S_4042_MR_MPRAGE_br_raw_20110823125732465_109_S119942_I252280.nii.gzConfidences: 90.19,  1.64,  8.18
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_051_S_1072_MR_MPRAGE_br_raw_20111219134514093_130_S133784_I273027.nii.gzConfidences: 84.93,  9.08,  5.99
pd        	/home/sam/phinet/data/adni_holdout/preprocess/t1/ADNI_019_S_4680_MR_MPRAGE_br_raw_20130506153323367_138_S188697_I370446.nii.gzConfidences: 56.80, 40.95,  2.25
